69,3129,7.82,9.78,11.73,455062.48449,5034226.2727
70,3130,3.78,4.72,5.67,453178.6932,5053187.4802
71,3131,5.52,6.9,8.28,480191.40095,5034504.9385
72,3133,1.1,1.38,1.65,452854.75017,5069497.8989
73,3134,6.25,7.82,9.38,454650.75588,5030566.1747
74,3135,2.38,2.98,3.57,464109.73496,5035165.9598
75,3138,4.76,5.95,7.14,456097.21856,5040500.8095
76,3139,4.81,6.01,7.22,456553.86665,5047228.1749
77,3140,1.88,2.35,2.82,453174.03926,5064999.2855
78,3141,5.26,6.58,7.9,478459.44218,5026931.1238
79,3143,2.84,3.55,4.26,464592.96713,5052731.0257
80,3144,4.83,6.04,7.25,476071.80757,5024724.1517
81,3146,6.4,8,9.6,478582.56269,5022122.4477
82,3149,7.53,9.42,11.3,479715.00701,5031009.2853
83,3153,1.93,2.42,2.9,465341.01996,5050075.1151
84,3154,5.2,6.51,7.81,472051.37971,5057268.5926
85,3157,6.68,8.35,10.02,464398.05591,5059931.6808
86,3158,7.76,9.7,11.64,473466.51007,5021464.4636
87,3159,1.06,1.33,1.59,457661.23491,5035969.1381
88,3164,1.28,1.6,1.92,460929.96937,5019673.684
89,2003,2.75,3.44,4.13,451587.72756,5030408.534
90,2006,4.55,5.68,6.82,451189.24473,5037731.9913
91,2016,1.39,1.74,2.08,442402.90635,5064408.0814
92,2061,2.1,2.62,3.15,449891.01426,5050281.1567
93,2062,7.42,9.28,11.13,451158.19037,5041667.9385
94,2065,7.68,9.6,11.53,451590.18473,5033778.3472
95,2068,4.44,5.55,6.66,450614.65991,5045115.2207
96,2089,1.58,1.98,2.37,451961.72239,5027182.4993
97,2137,3.36,4.2,5.04,446192.63681,5057878.2684
98,2152,4.54,5.67,6.81,449317.83691,5064083.3625
99,12003,5.15,6.44,7.73,468430.89537,5069222.6098
100,103040,2.58,3.22,3.87,449061.30687,5070968.4963
101,103048,2.53,3.16,3.8,450775.35735,5077946.2349
102,103050,1.88,2.35,2.82,454800.43809,5079842.5669
103,103064,2.84,3.56,4.27,463195.29007,5081605.6265
104,12077,2.2,2.75,3.3,473815.55655,5060439.6383
105,12084,3.13,3.91,4.69,469880.75965,5073430.2163
106,103004,4.2,5.25,6.31,449056.65847,5073774.0274
107,103010,4.87,6.09,7.3,467316.57267,5076966.6717
108,103013,5.96,7.45,8.94,463278.73221,5077379.6383
109,103022,3.14,3.92,4.71,449945.46283,5075647.1474
110,103034,6.31,7.89,9.47,461098.38868,5079134.5808
111,12090,6.49,8.11,9.74,479306.44706,5048536.773
112,12116,6.17,7.71,9.25,466978.51711,5071665.1749
113,12120,1.32,1.65,1.98,471629.51782,5065263.6445
114,12123,2.1,2.62,3.14,476531.35641,5057331.511
115,12140,1.54,1.92,2.31,475512.05575,5052567.0634
116,15062,4.9,6.13,7.35,481758.26552,5044110.0784
117,15096,1.14,1.42,1.71,484316.24048,5039026.0351
118,15155,6.04,7.56,9.07,478227.02345,5044640.2035
119,15183,5.09,6.36,7.63,481459.00295,5040243.0124
120,15226,0.86,1.07,1.29,479315.12052,5041507.7121
